---,Name
51165,"NSLOCTEXT("""", ""ItemTable_51165_Name"", ""Flawless Steel Warhammer"")"
51166,"NSLOCTEXT("""", ""ItemTable_51166_Name"", ""Exceptional Iron Mace"")"
51167,"NSLOCTEXT("""", ""ItemTable_51167_Name"", ""Flawless Iron Mace"")"
51168,"NSLOCTEXT("""", ""ItemTable_51168_Name"", ""Exceptional Hunting Bow"")"
51169,"NSLOCTEXT("""", ""ItemTable_51169_Name"", ""Flawless Hunting Bow"")"
51170,"NSLOCTEXT("""", ""ItemTable_51170_Name"", ""Exceptional Heavy Crossbow"")"
51171,"NSLOCTEXT("""", ""ItemTable_51171_Name"", ""Flawless Heavy Crossbow"")"
51172,"NSLOCTEXT("""", ""ItemTable_51172_Name"", ""Exceptional Iron Pike"")"
51173,"NSLOCTEXT("""", ""ItemTable_51173_Name"", ""Flawless Iron Pike"")"
51174,"NSLOCTEXT("""", ""ItemTable_51174_Name"", ""Exceptional Steel Trident"")"
51175,"NSLOCTEXT("""", ""ItemTable_51175_Name"", ""Flawless Steel Trident"")"
51176,"NSLOCTEXT("""", ""ItemTable_51176_Name"", ""Exceptional Falcata"")"
51177,"NSLOCTEXT("""", ""ItemTable_51177_Name"", ""Flawless Falcata"")"
51178,"NSLOCTEXT("""", ""ItemTable_51178_Name"", ""Exceptional Cimmerian Battle-axe"")"
51179,"NSLOCTEXT("""", ""ItemTable_51179_Name"", ""Flawless Cimmerian Battle-axe"")"
51180,"NSLOCTEXT("""", ""ItemTable_51180_Name"", ""Exceptional Stygian Spear"")"
51181,"NSLOCTEXT("""", ""ItemTable_51181_Name"", ""Flawless Stygian Spear"")"
51182,"NSLOCTEXT("""", ""ItemTable_51182_Name"", ""Exceptional Steel Poniards"")"
51183,"NSLOCTEXT("""", ""ItemTable_51183_Name"", ""Flawless Steel Poniards"")"
51184,"NSLOCTEXT("""", ""ItemTable_51184_Name"", ""Bone Arrow"")"
51185,"NSLOCTEXT("""", ""ItemTable_51185_Name"", ""Bone Bolts"")"
51186,"NSLOCTEXT("""", ""ItemTable_51186_Name"", ""Flanged Iron Mace"")"
51187,"NSLOCTEXT("""", ""ItemTable_51187_Name"", ""Exceptional Flanged Iron Mace"")"
51188,"NSLOCTEXT("""", ""ItemTable_51188_Name"", ""Flawless Flanged Iron Mace"")"
51189,"NSLOCTEXT("""", ""ItemTable_51189_Name"", ""Iron Corseque"")"
51190,"NSLOCTEXT("""", ""ItemTable_51190_Name"", ""Exceptional Iron Corseque"")"
51191,"NSLOCTEXT("""", ""ItemTable_51191_Name"", ""Flawless Iron Corseque"")"
51192,"NSLOCTEXT("""", ""ItemTable_51192_Name"", ""Balanced Iron Javelin"")"
51193,"NSLOCTEXT("""", ""ItemTable_51193_Name"", ""Exceptional Balanced Iron Javelin"")"
51194,"NSLOCTEXT("""", ""ItemTable_51194_Name"", ""Flawless Balanced Iron Javelin"")"
51195,"NSLOCTEXT("""", ""ItemTable_51195_Name"", ""Iron War Axe"")"
51196,"NSLOCTEXT("""", ""ItemTable_51196_Name"", ""Exceptional Iron War Axe"")"
51197,"NSLOCTEXT("""", ""ItemTable_51197_Name"", ""Flawless Iron War Axe"")"
51198,"NSLOCTEXT("""", ""ItemTable_51198_Name"", ""Studded Iron Mace"")"
51199,"NSLOCTEXT("""", ""ItemTable_51199_Name"", ""Exceptional Studded Iron Mace"")"
51200,"NSLOCTEXT("""", ""ItemTable_51200_Name"", ""Flawless Studded Iron Mace"")"
51201,"NSLOCTEXT("""", ""ItemTable_51201_Name"", ""Steel Throwing Axe"")"
51202,"NSLOCTEXT("""", ""ItemTable_51202_Name"", ""Exceptional Steel Throwing Axe"")"
51203,"NSLOCTEXT("""", ""ItemTable_51203_Name"", ""Flawless Steel Throwing Axe"")"
51204,"NSLOCTEXT("""", ""ItemTable_51204_Name"", ""XX_Unarmed Right"")"
51205,"NSLOCTEXT("""", ""ItemTable_51205_Name"", ""XX_Unarmed Left"")"
51206,"NSLOCTEXT("""", ""ItemTable_51206_Name"", ""Steel Javelin"")"
51207,"NSLOCTEXT("""", ""ItemTable_51207_Name"", ""Exceptional Steel Javelin"")"
51208,"NSLOCTEXT("""", ""ItemTable_51208_Name"", ""Flawless Steel Javelin"")"
51209,"NSLOCTEXT("""", ""ItemTable_51209_Name"", ""Steel Spear"")"
51210,"NSLOCTEXT("""", ""ItemTable_51210_Name"", ""Exceptional Steel Spear"")"
51211,"NSLOCTEXT("""", ""ItemTable_51211_Name"", ""Flawless Steel Spear"")"
51212,"NSLOCTEXT("""", ""ItemTable_51212_Name"", ""Ancient Axe"")"
51213,"NSLOCTEXT("""", ""ItemTable_51213_Name"", ""Broken Oar"")"
51215,"NSLOCTEXT("""", ""ItemTable_51215_Name"", ""Ancient Throwing Axe"")"
51216,"NSLOCTEXT("""", ""ItemTable_51216_Name"", ""Mandibles of Atlach-Nacha"")"
51217,"NSLOCTEXT("""", ""ItemTable_51217_Name"", ""Akbitanan Throwing Knife"")"
51218,"NSLOCTEXT("""", ""ItemTable_51218_Name"", ""XX_ThrowingKnifeAmmo"")"
51299,"NSLOCTEXT("""", ""ItemTable_51299_Name"", ""Reinforced Steel Truncheon"")"
51300,"NSLOCTEXT("""", ""ItemTable_51300_Name"", ""Bleached Bone Skinning Knife"")"
51301,"NSLOCTEXT("""", ""ItemTable_51301_Name"", ""Stone Club"")"
51302,"NSLOCTEXT("""", ""ItemTable_51302_Name"", ""Iron Mace"")"
51303,"NSLOCTEXT("""", ""ItemTable_51303_Name"", ""Truncheon"")"
51304,"NSLOCTEXT("""", ""ItemTable_51304_Name"", ""Mitraen Ankh"")"
51305,"NSLOCTEXT("""", ""ItemTable_51305_Name"", ""Steel Mace"")"
51306,"NSLOCTEXT("""", ""ItemTable_51306_Name"", ""Iron Truncheon"")"
51307,"NSLOCTEXT("""", ""ItemTable_51307_Name"", ""Steel Truncheon"")"
51308,"NSLOCTEXT("""", ""ItemTable_51308_Name"", ""Stone Skinning Knife"")"
51309,"NSLOCTEXT("""", ""ItemTable_51309_Name"", ""Iron Skinning Knife"")"
51310,"NSLOCTEXT("""", ""ItemTable_51310_Name"", ""Steel Skinning Knife"")"
51311,"NSLOCTEXT("""", ""ItemTable_51311_Name"", ""Hardened Steel Skinning Knife"")"
51312,"NSLOCTEXT("""", ""ItemTable_51312_Name"", ""Star Metal Skinning Knife"")"
51313,"NSLOCTEXT("""", ""ItemTable_51313_Name"", ""Serpent-Man Skinning Knife"")"
51314,"NSLOCTEXT("""", ""ItemTable_51314_Name"", ""Obsidian Skinning Knife"")"
51315,"NSLOCTEXT("""", ""ItemTable_51315_Name"", ""Exceptional Steel Mace"")"
51316,"NSLOCTEXT("""", ""ItemTable_51316_Name"", ""Flawless Steel Mace"")"
51317,"NSLOCTEXT("""", ""ItemTable_51317_Name"", ""Szeth\'s Truncheon"")"
51388,"NSLOCTEXT("""", ""ItemTable_51388_Name"", ""World Breaker"")"
51389,"NSLOCTEXT("""", ""ItemTable_51389_Name"", ""Annihilator"")"
51390,"NSLOCTEXT("""", ""ItemTable_51390_Name"", ""Ymir\'s Targe"")"
51391,"NSLOCTEXT("""", ""ItemTable_51391_Name"", ""Derketo\'s Voice"")"
51392,"NSLOCTEXT("""", ""ItemTable_51392_Name"", ""Crom\'s Hammer"")"
51393,"NSLOCTEXT("""", ""ItemTable_51393_Name"", ""Set\'s Tongue"")"
51394,"NSLOCTEXT("""", ""ItemTable_51394_Name"", ""Mitra\'s Justice"")"
51395,"NSLOCTEXT("""", ""ItemTable_51395_Name"", ""Jhebbal Sag\'s Prowl"")"
51396,"NSLOCTEXT("""", ""ItemTable_51396_Name"", ""Yog\'s Touch"")"
51397,"NSLOCTEXT("""", ""ItemTable_51397_Name"", ""Mordlun"")"
51398,"NSLOCTEXT("""", ""ItemTable_51398_Name"", ""Ranissan"")"
51399,"NSLOCTEXT("""", ""ItemTable_51399_Name"", ""Nortis"")"
51400,"NSLOCTEXT("""", ""ItemTable_51400_Name"", ""Balias"")"
51401,"NSLOCTEXT("""", ""ItemTable_51401_Name"", ""Hunting Bow"")"
51402,"NSLOCTEXT("""", ""ItemTable_51402_Name"", ""Hyrkanian Bow"")"
51403,"NSLOCTEXT("""", ""ItemTable_51403_Name"", ""Exceptional Hyrkanian Bow"")"
51404,"NSLOCTEXT("""", ""ItemTable_51404_Name"", ""Flawless Hyrkanian Bow"")"
51406,"NSLOCTEXT("""", ""ItemTable_51406_Name"", ""Ancient Bow"")"
51407,"NSLOCTEXT("""", ""ItemTable_51407_Name"", ""Light Hyrkanian Bow"")"
51408,"NSLOCTEXT("""", ""ItemTable_51408_Name"", ""Exceptional Light Hyrkanian Bow"")"
51409,"NSLOCTEXT("""", ""ItemTable_51409_Name"", ""Flawless Light Hyrkanian Bow"")"
51447,"NSLOCTEXT("""", ""ItemTable_51447_Name"", ""Doom"")"
51448,"NSLOCTEXT("""", ""ItemTable_51448_Name"", ""Staff of Hanuman"")"
51449,"NSLOCTEXT("""", ""ItemTable_51449_Name"", ""Misha\'s Bite"")"
51450,"NSLOCTEXT("""", ""ItemTable_51450_Name"", ""Daggers of a Thousand Bites"")"
51451,"NSLOCTEXT("""", ""ItemTable_51451_Name"", ""Crossbow"")"
51452,"NSLOCTEXT("""", ""ItemTable_51452_Name"", ""Exceptional Crossbow"")"
51453,"NSLOCTEXT("""", ""ItemTable_51453_Name"", ""Flawless Crossbow"")"
51454,"NSLOCTEXT("""", ""ItemTable_51454_Name"", ""Heavy Crossbow"")"
51455,"NSLOCTEXT("""", ""ItemTable_51455_Name"", ""Blood Letter"")"
51456,"NSLOCTEXT("""", ""ItemTable_51456_Name"", ""Derketo\'s Kiss"")"
51457,"NSLOCTEXT("""", ""ItemTable_51457_Name"", ""Blessed Mitraen Ankh"")"
51458,"NSLOCTEXT("""", ""ItemTable_51458_Name"", ""Blessed Yog Cleaver"")"
51459,"NSLOCTEXT("""", ""ItemTable_51459_Name"", ""Blessed Setite Ritual Knife"")"
51460,"NSLOCTEXT("""", ""ItemTable_51460_Name"", ""Blessed Hoar-Frost Hatchet"")"
51461,"NSLOCTEXT("""", ""ItemTable_51461_Name"", ""Blessed Blood Letter"")"
51462,"NSLOCTEXT("""", ""ItemTable_51462_Name"", ""Blessed Derketo\'s Kiss"")"
51463,"NSLOCTEXT("""", ""ItemTable_51463_Name"", ""Foeshatter"")"
51464,"NSLOCTEXT("""", ""ItemTable_51464_Name"", ""Lusttaker"")"
51465,"NSLOCTEXT("""", ""ItemTable_51465_Name"", ""The Staff of Epemitreus"")"
51466,"NSLOCTEXT("""", ""ItemTable_51466_Name"", ""The Tenderizer"")"
51467,"NSLOCTEXT("""", ""ItemTable_51467_Name"", ""Snakebite"")"
51468,"NSLOCTEXT("""", ""ItemTable_51468_Name"", ""Claws of Jhebbal Sag"")"
51469,"NSLOCTEXT("""", ""ItemTable_51469_Name"", ""Star Metal Repair Hammer"")"
51470,"NSLOCTEXT("""", ""ItemTable_51470_Name"", ""Steel Repair Hammer"")"
51471,"NSLOCTEXT("""", ""ItemTable_51471_Name"", ""Ivory Arrow"")"
51472,"NSLOCTEXT("""", ""ItemTable_51472_Name"", ""Ivory Bolts"")"
51473,"NSLOCTEXT("""", ""ItemTable_51473_Name"", ""Bestial Claws"")"
51475,"NSLOCTEXT("""", ""ItemTable_51475_Name"", ""Axe of the Gate Guardian"")"
51476,"NSLOCTEXT("""", ""ItemTable_51476_Name"", ""Obsidian Hammer"")"
51477,"NSLOCTEXT("""", ""ItemTable_51477_Name"", ""Exceptional Obsidian Hammer"")"
51478,"NSLOCTEXT("""", ""ItemTable_51478_Name"", ""Flawless Obsidian Hammer"")"
51479,"NSLOCTEXT("""", ""ItemTable_51479_Name"", ""Obsidian Great Sword"")"
51480,"NSLOCTEXT("""", ""ItemTable_51480_Name"", ""Exceptional Obsidian Great Sword"")"
51481,"NSLOCTEXT("""", ""ItemTable_51481_Name"", ""Flawless Obsidian Great Sword"")"
51482,"NSLOCTEXT("""", ""ItemTable_51482_Name"", ""Obsidian Daggers"")"
51483,"NSLOCTEXT("""", ""ItemTable_51483_Name"", ""Exceptional Obsidian Daggers"")"
51484,"NSLOCTEXT("""", ""ItemTable_51484_Name"", ""Flawless Obsidian Daggers"")"
51485,"NSLOCTEXT("""", ""ItemTable_51485_Name"", ""Obsidian Mace"")"
51486,"NSLOCTEXT("""", ""ItemTable_51486_Name"", ""Exceptional Obsidian Mace"")"
51487,"NSLOCTEXT("""", ""ItemTable_51487_Name"", ""Flawless Obsidian Mace"")"
51488,"NSLOCTEXT("""", ""ItemTable_51488_Name"", ""Obsidian Shield"")"
51489,"NSLOCTEXT("""", ""ItemTable_51489_Name"", ""Exceptional Obsidian Shield"")"
51490,"NSLOCTEXT("""", ""ItemTable_51490_Name"", ""Flawless Obsidian Shield"")"
51491,"NSLOCTEXT("""", ""ItemTable_51491_Name"", ""Obsidian Spear"")"
51492,"NSLOCTEXT("""", ""ItemTable_51492_Name"", ""Exceptional Obsidian Spear"")"
51493,"NSLOCTEXT("""", ""ItemTable_51493_Name"", ""Flawless Obsidian Spear"")"
51494,"NSLOCTEXT("""", ""ItemTable_51494_Name"", ""Obsidian Sword"")"
51495,"NSLOCTEXT("""", ""ItemTable_51495_Name"", ""Exceptional Obsidian Sword"")"
51496,"NSLOCTEXT("""", ""ItemTable_51496_Name"", ""Flawless Obsidian Sword"")"
51497,"NSLOCTEXT("""", ""ItemTable_51497_Name"", ""Carapace Shield"")"
51498,"NSLOCTEXT("""", ""ItemTable_51498_Name"", ""Exceptional Carapace Shield"")"
51499,"NSLOCTEXT("""", ""ItemTable_51499_Name"", ""Flawless Carapace Shield"")"
51500,"NSLOCTEXT("""", ""ItemTable_51500_Name"", ""Shell Shield"")"
51501,"NSLOCTEXT("""", ""ItemTable_51501_Name"", ""Exceptional Shell Shield"")"
51502,"NSLOCTEXT("""", ""ItemTable_51502_Name"", ""Flawless Shell Shield"")"
51503,"NSLOCTEXT("""", ""ItemTable_51503_Name"", ""Obsidian Arrow"")"
51504,"NSLOCTEXT("""", ""ItemTable_51504_Name"", ""Obsidian Bolts"")"
51505,"NSLOCTEXT("""", ""ItemTable_51505_Name"", ""xx_Serpentmen_crossbow"")"
51506,"NSLOCTEXT("""", ""ItemTable_51506_Name"", ""xx_Exceptional_Serpentmen_crossbow"")"
51507,"NSLOCTEXT("""", ""ItemTable_51507_Name"", ""xx_Flawless_Serpentmen_crossbow"")"
51508,"NSLOCTEXT("""", ""ItemTable_51508_Name"", ""Serpent-man Shield"")"
51509,"NSLOCTEXT("""", ""ItemTable_51509_Name"", ""Exceptional Serpent-man Shield"")"
51510,"NSLOCTEXT("""", ""ItemTable_51510_Name"", ""Flawless Serpent-man Shield"")"
51511,"NSLOCTEXT("""", ""ItemTable_51511_Name"", ""Serpent-man Daggers"")"
51512,"NSLOCTEXT("""", ""ItemTable_51512_Name"", ""Exceptional Serpent-man Daggers"")"
51513,"NSLOCTEXT("""", ""ItemTable_51513_Name"", ""Flawless Serpent-man Daggers"")"
51514,"NSLOCTEXT("""", ""ItemTable_51514_Name"", ""Serpent-man War Spear"")"
51515,"NSLOCTEXT("""", ""ItemTable_51515_Name"", ""Exceptional Serpent-man War Spear"")"
51516,"NSLOCTEXT("""", ""ItemTable_51516_Name"", ""Flawless Serpent-man War Spear"")"
51517,"NSLOCTEXT("""", ""ItemTable_51517_Name"", ""Serpent-man Sword"")"
51518,"NSLOCTEXT("""", ""ItemTable_51518_Name"", ""Exceptional Serpent-man Sword"")"
51519,"NSLOCTEXT("""", ""ItemTable_51519_Name"", ""Flawless Serpent-man Sword"")"
51520,"NSLOCTEXT("""", ""ItemTable_51520_Name"", ""Serpent-man War-Axe"")"
51521,"NSLOCTEXT("""", ""ItemTable_51521_Name"", ""Exceptional Serpent-man War-Axe"")"
51522,"NSLOCTEXT("""", ""ItemTable_51522_Name"", ""Flawless Serpent-man War-Axe"")"
51523,"NSLOCTEXT("""", ""ItemTable_51523_Name"", ""Serpent-man Warhammer"")"
51524,"NSLOCTEXT("""", ""ItemTable_51524_Name"", ""Exceptional Serpent-man Warhammer"")"
51525,"NSLOCTEXT("""", ""ItemTable_51525_Name"", ""Flawless Serpent-man Warhammer"")"
51526,"NSLOCTEXT("""", ""ItemTable_51526_Name"", ""Serpent-man Mace"")"
51527,"NSLOCTEXT("""", ""ItemTable_51527_Name"", ""Exceptional Serpent-man Mace"")"
51528,"NSLOCTEXT("""", ""ItemTable_51528_Name"", ""Flawless Serpent-man Mace"")"
51529,"NSLOCTEXT("""", ""ItemTable_51529_Name"", ""Serpent-man Arrow"")"
51530,"NSLOCTEXT("""", ""ItemTable_51530_Name"", ""Serpent-man Bolts"")"
51531,"NSLOCTEXT("""", ""ItemTable_51531_Name"", ""Tulwar of Amir Khurum"")"
51532,"NSLOCTEXT("""", ""ItemTable_51532_Name"", ""El\'s Drinker"")"
51533,"NSLOCTEXT("""", ""ItemTable_51533_Name"", ""The Wightblade"")"
51534,"NSLOCTEXT("""", ""ItemTable_51534_Name"", ""Dueling Blade of the Hawk"")"
51535,"NSLOCTEXT("""", ""ItemTable_51535_Name"", ""The Bane of Khosatral Khel"")"
51536,"NSLOCTEXT("""", ""ItemTable_51536_Name"", ""The Grim"")"
51537,"NSLOCTEXT("""", ""ItemTable_51537_Name"", ""Heartsblood"")"
51538,"NSLOCTEXT("""", ""ItemTable_51538_Name"", ""Akbitanan Blades"")"
51539,"NSLOCTEXT("""", ""ItemTable_51539_Name"", ""Daggers of Nameless Days"")"
51540,"NSLOCTEXT("""", ""ItemTable_51540_Name"", ""Zhaibar Knives"")"
51541,"NSLOCTEXT("""", ""ItemTable_51541_Name"", ""Baal-pteor\'s Razor"")"
51542,"NSLOCTEXT("""", ""ItemTable_51542_Name"", ""Blade of the Adventurer"")"
51543,"NSLOCTEXT("""", ""ItemTable_51543_Name"", ""The Papyrus Blade"")"
51544,"NSLOCTEXT("""", ""ItemTable_51544_Name"", ""Jedias Greatsaber"")"
51545,"NSLOCTEXT("""", ""ItemTable_51545_Name"", ""The Watchblade"")"
51546,"NSLOCTEXT("""", ""ItemTable_51546_Name"", ""Momentum"")"
51547,"NSLOCTEXT("""", ""ItemTable_51547_Name"", ""Lovetap"")"
51548,"NSLOCTEXT("""", ""ItemTable_51548_Name"", ""Aja\'s Bane"")"
51549,"NSLOCTEXT("""", ""ItemTable_51549_Name"", ""The Unintelligible"")"
51550,"NSLOCTEXT("""", ""ItemTable_51550_Name"", ""The Brittle Bastard"")"
51551,"NSLOCTEXT("""", ""ItemTable_51551_Name"", ""Forgelight"")"
51552,"NSLOCTEXT("""", ""ItemTable_51552_Name"", ""Hanuman\'s Gada"")"
51553,"NSLOCTEXT("""", ""ItemTable_51553_Name"", ""Bec-de-Corbin"")"
51554,"NSLOCTEXT("""", ""ItemTable_51554_Name"", ""Baal-pteor\'s Lodestone"")"
51555,"NSLOCTEXT("""", ""ItemTable_51555_Name"", ""Sledge of Tsotha-lanti"")"
51556,"NSLOCTEXT("""", ""ItemTable_51556_Name"", ""Eye of the Khan"")"
51557,"NSLOCTEXT("""", ""ItemTable_51557_Name"", ""Bessie\'s Bow"")"
51558,"NSLOCTEXT("""", ""ItemTable_51558_Name"", ""Frostshot"")"
51559,"NSLOCTEXT("""", ""ItemTable_51559_Name"", ""Splinter"")"
51560,"NSLOCTEXT("""", ""ItemTable_51560_Name"", ""The Huntress"")"
51561,"NSLOCTEXT("""", ""ItemTable_51561_Name"", ""xx_Legendary_Crossbow_01"")"
51562,"NSLOCTEXT("""", ""ItemTable_51562_Name"", ""xx_Legendary_Crossbow_02"")"
51563,"NSLOCTEXT("""", ""ItemTable_51563_Name"", ""xx_Legendary_Crossbow_03"")"
51564,"NSLOCTEXT("""", ""ItemTable_51564_Name"", ""xx_Legendary_Crossbow_04"")"
51565,"NSLOCTEXT("""", ""ItemTable_51565_Name"", ""xx_Legendary_Crossbow_05"")"
51566,"NSLOCTEXT("""", ""ItemTable_51566_Name"", ""Black Bruargh\'s Fury"")"
51567,"NSLOCTEXT("""", ""ItemTable_51567_Name"", ""Akbitanan Shield"")"
51568,"NSLOCTEXT("""", ""ItemTable_51568_Name"", ""Shield of Kutamun"")"
51569,"NSLOCTEXT("""", ""ItemTable_51569_Name"", ""Mistmourn"")"
51570,"NSLOCTEXT("""", ""ItemTable_51570_Name"", ""Solspeil"")"
51571,"NSLOCTEXT("""", ""ItemTable_51571_Name"", ""Warspear of the Black Circle"")"
51572,"NSLOCTEXT("""", ""ItemTable_51572_Name"", ""Gavain\'s Rusty Pike"")"
51573,"NSLOCTEXT("""", ""ItemTable_51573_Name"", ""Black Dragon Pike"")"
51574,"NSLOCTEXT("""", ""ItemTable_51574_Name"", ""The Impaler"")"
51575,"NSLOCTEXT("""", ""ItemTable_51575_Name"", ""Vaulting Pole"")"
51576,"NSLOCTEXT("""", ""ItemTable_51576_Name"", ""Reaver\'s Axe"")"
51577,"NSLOCTEXT("""", ""ItemTable_51577_Name"", ""Axe of the Lion"")"
51578,"NSLOCTEXT("""", ""ItemTable_51578_Name"", ""Glimmermoon"")"
51579,"NSLOCTEXT("""", ""ItemTable_51579_Name"", ""Battle-axe of the Berserkers"")"
51580,"NSLOCTEXT("""", ""ItemTable_51580_Name"", ""Strangely Familiar Axe"")"
51581,"NSLOCTEXT("""", ""ItemTable_51581_Name"", ""Obsidian Pick"")"
51582,"NSLOCTEXT("""", ""ItemTable_51582_Name"", ""Obsidian Hatchet"")"
51583,"NSLOCTEXT("""", ""ItemTable_51583_Name"", ""Obsidian Sickle"")"
51584,"NSLOCTEXT("""", ""ItemTable_51584_Name"", ""Serpent-man Javelin"")"
51585,"NSLOCTEXT("""", ""ItemTable_51585_Name"", ""Obsidian Javelin"")"
51586,"NSLOCTEXT("""", ""ItemTable_51586_Name"", ""Star Metal Bow"")"
51587,"NSLOCTEXT("""", ""ItemTable_51587_Name"", ""Exceptional Star Metal Bow"")"
51588,"NSLOCTEXT("""", ""ItemTable_51588_Name"", ""Flawless Star Metal Bow"")"
51589,"NSLOCTEXT("""", ""ItemTable_51589_Name"", ""Hardened Steel Bow"")"
51590,"NSLOCTEXT("""", ""ItemTable_51590_Name"", ""Exceptional Hardened Steel Bow"")"
51591,"NSLOCTEXT("""", ""ItemTable_51591_Name"", ""Flawless Hardened Steel Bow"")"
51592,"NSLOCTEXT("""", ""ItemTable_51592_Name"", ""Lemurian Pike"")"
51593,"NSLOCTEXT("""", ""ItemTable_51593_Name"", ""Lemurian Sword"")"
51594,"NSLOCTEXT("""", ""ItemTable_51594_Name"", ""Stone Spear"")"
51595,"NSLOCTEXT("""", ""ItemTable_51595_Name"", ""Hardened Steel Javelin"")"
51596,"NSLOCTEXT("""", ""ItemTable_51596_Name"", ""Exceptional Hardened Steel Javelin"")"
51597,"NSLOCTEXT("""", ""ItemTable_51597_Name"", ""Flawless Hardened Steel Javelin"")"
51598,"NSLOCTEXT("""", ""ItemTable_51598_Name"", ""Black Ice Javelin"")"
51599,"NSLOCTEXT("""", ""ItemTable_51599_Name"", ""Acheronian Two-Handed Sword"")"
51600,"NSLOCTEXT("""", ""ItemTable_51600_Name"", ""Wooden Shield"")"
51601,"NSLOCTEXT("""", ""ItemTable_51601_Name"", ""Bone Shield"")"
51602,"NSLOCTEXT("""", ""ItemTable_51602_Name"", ""Wooden Targe"")"
51603,"NSLOCTEXT("""", ""ItemTable_51603_Name"", ""Ancient Lemurian Axe"")"
51604,"NSLOCTEXT("""", ""ItemTable_51604_Name"", ""The Wyrd"")"
51605,"NSLOCTEXT("""", ""ItemTable_51605_Name"", ""Musashi\'s Black Blade"")"
51606,"NSLOCTEXT("""", ""ItemTable_51606_Name"", ""Bulwark of Bone"")"
51607,"NSLOCTEXT("""", ""ItemTable_51607_Name"", ""Scorpion Ward"")"
51608,"NSLOCTEXT("""", ""ItemTable_51608_Name"", ""Hammer of the Whale"")"
51609,"NSLOCTEXT("""", ""ItemTable_51609_Name"", ""Shark Bite"")"
51611,"NSLOCTEXT("""", ""ItemTable_51611_Name"", ""Iron Targe"")"
51612,"NSLOCTEXT("""", ""ItemTable_51612_Name"", ""Black Blood Pick"")"
51613,"NSLOCTEXT("""", ""ItemTable_51613_Name"", ""Black Blood Hatchet"")"
51614,"NSLOCTEXT("""", ""ItemTable_51614_Name"", ""Black Blood Sickle"")"
51615,"NSLOCTEXT("""", ""ItemTable_51615_Name"", ""Black Blood Skinning Knife"")"
51621,"NSLOCTEXT("""", ""ItemTable_51621_Name"", ""Steel Heater Shield"")"
51622,"NSLOCTEXT("""", ""ItemTable_51622_Name"", ""Lantern Shield"")"
51623,"NSLOCTEXT("""", ""ItemTable_51623_Name"", ""Ancient Shield"")"
51624,"NSLOCTEXT("""", ""ItemTable_51624_Name"", ""Stygian Shield"")"
51625,"NSLOCTEXT("""", ""ItemTable_51625_Name"", ""Setite Shield"")"
51626,"NSLOCTEXT("""", ""ItemTable_51626_Name"", ""Exceptional Steel Heater Shield"")"
51627,"NSLOCTEXT("""", ""ItemTable_51627_Name"", ""Flawless Steel Heater Shield"")"
51628,"NSLOCTEXT("""", ""ItemTable_51628_Name"", ""Hardened Steel Shield"")"
51629,"NSLOCTEXT("""", ""ItemTable_51629_Name"", ""Exceptional Hardened Steel Shield"")"
51630,"NSLOCTEXT("""", ""ItemTable_51630_Name"", ""Flawless Hardened Steel Shield"")"
51631,"NSLOCTEXT("""", ""ItemTable_51631_Name"", ""Star Metal Shield"")"
51632,"NSLOCTEXT("""", ""ItemTable_51632_Name"", ""Exceptional Star Metal Shield"")"
51633,"NSLOCTEXT("""", ""ItemTable_51633_Name"", ""Flawless Star Metal Shield"")"
51711,"NSLOCTEXT("""", ""ItemTable_51711_Name"", ""Iron Pike"")"
51715,"NSLOCTEXT("""", ""ItemTable_51715_Name"", ""Stone Pike"")"
51721,"NSLOCTEXT("""", ""ItemTable_51721_Name"", ""Steel Trident"")"
51723,"NSLOCTEXT("""", ""ItemTable_51723_Name"", ""Star Metal Spear"")"
51724,"NSLOCTEXT("""", ""ItemTable_51724_Name"", ""Exceptional Star Metal Spear"")"
51725,"NSLOCTEXT("""", ""ItemTable_51725_Name"", ""Flawless Star Metal Spear"")"
51726,"NSLOCTEXT("""", ""ItemTable_51726_Name"", ""Hardened Steel Spear"")"
51727,"NSLOCTEXT("""", ""ItemTable_51727_Name"", ""Exceptional Hardened Steel Spear"")"
51728,"NSLOCTEXT("""", ""ItemTable_51728_Name"", ""Flawless Hardened Steel Spear"")"
51801,"NSLOCTEXT("""", ""ItemTable_51801_Name"", ""Stone Sword"")"
51808,"NSLOCTEXT("""", ""ItemTable_51808_Name"", ""Blackheart Blade"")"
51809,"NSLOCTEXT("""", ""ItemTable_51809_Name"", ""Blackheart Hammer"")"
51810,"NSLOCTEXT("""", ""ItemTable_51810_Name"", ""Stygian Khopesh"")"
51811,"NSLOCTEXT("""", ""ItemTable_51811_Name"", ""Iron Broadsword"")"
51812,"NSLOCTEXT("""", ""ItemTable_51812_Name"", ""Stygian Khopesh"")"
51813,"NSLOCTEXT("""", ""ItemTable_51813_Name"", ""Ancient Khopesh"")"
51814,"NSLOCTEXT("""", ""ItemTable_51814_Name"", ""Exceptional Iron Broadsword"")"
51815,"NSLOCTEXT("""", ""ItemTable_51815_Name"", ""Flawless Iron Broadsword"")"
51816,"NSLOCTEXT("""", ""ItemTable_51816_Name"", ""Phoenix-engraved Sword"")"
51817,"NSLOCTEXT("""", ""ItemTable_51817_Name"", ""Serpent-stamped Khopesh"")"
51818,"NSLOCTEXT("""", ""ItemTable_51818_Name"", ""Exceptional Stygian Khopesh"")"
